Genome;classified_CPBay_Spr15G08_DNA.bac.ar;classified_CPBay_Spr15L08_DNA.bac.ar;classified_CPBay_Spr31G08_DNA.bac.ar;classified_CPBay_Spr31L08_DNA.bac.ar;classified_CPBay_Sum06G08_DNA.bac.ar;classified_CPBay_Sum06L08_DNA.bac.ar;classified_CPBay_Sum15G08_DNA.bac.ar;classified_CPBay_Sum15L08_DNA.bac.ar;classified_CPBay_Sum20G08_DNA.bac.ar;classified_CPBay_Sum27G08_DNA.bac.ar;classified_CPBay_Sum27L08_DNA.bac.ar;classified_DEBay_Spr_20_G08.bac.ar;classified_DEBay_Spr_20_L08.bac.ar;classified_DEBay_Spr_30_G08.bac.ar;classified_DEBay_Spr_30_L08.bac.ar;classified_DEBay_Sum_019_D_G08.bac.ar;classified_DEBay_Sum_019_D_L08.bac.ar;classified_DEBay_Sum_019_N_G08.bac.ar;classified_DEBay_Sum_019_N_L08.bac.ar;classified_DEBay_Sum_22_D_G08.bac.ar;classified_DEBay_Sum_22_D_L08.bac.ar;classified_DEBay_Sum_22_N_G08.bac.ar;classified_DEBay_Sum_22_N_L08.bac.ar;classified_DEBay_Sum_29_D_G08.bac.ar;classified_DEBay_Sum_29_D_L08.bac.ar;classified_DEBay_Sum_29_N_G08.bac.ar;classified_DEBay_Sum_29_N_L08.bac.ar
Rhodobacterales_MAG_11;0;0;0;0;0;0;0;0;268.52396;3524.3599;1501.1713;0;0;0;0;0;0;0;0;2848.1804;1633.951;3301.8792;1454.6271;9337.484;5037.9346;8045.2085;4198.675
Rhodobacterales_MAG_12;0;0;0;0;0;0;0;0;906.6224;12189.279;7578.9507;0;0;0;0;0;0;0;0;1240.3676;891.9415;1613.3394;1224.2777;10412.49;7428.442;12361.247;7648.256
Rhodobacterales_MAG_13;0;0;0;0;0;0;0;0;1007.3078;15753.375;3727.448;0;0;0;0;0;0;0;0;3850.3901;825.5753;4538.5864;1033.4459;23299.46;7277.3994;20096.877;5355.0957
Rhodobacterales_MAG_14;0;0;11059.963;7731.2856;0;0;0;0;0;0;0;242.81708;0;2111.2185;1680.9915;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_15;5068.507;1628.9746;56298.34;28226.807;0;0;340.96384;137.53316;467.31833;0;0;19849.871;18089.225;60867.547;44580.59;0;0;0;337.59268;9095.752;3733.4924;10143.952;3097.9497;10818.446;5128.5146;9420.021;4179.0845
Rhodobacterales_MAG_16;8896.826;0;297.31622;0;0;0;0;0;0;0;0;14178.903;376.99957;2927.3025;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_17;14554.972;49.681366;359.43512;0;0;0;0;0;0;0;0;53968.438;2056.7026;4114.286;232.51492;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_18;0;0;208.1914;0;0;0;0;0;0;0;0;17004.814;592.82935;1474.0536;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_19;0;37.222717;0;0;0;0;0;0;0;0;0;12075.677;7141.009;4809.861;2560.224;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_2;0;0;3958.282;5642.5474;0;0;0;0;0;0;0;1729.0399;5753.974;16106.891;33433.38;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_20;2203.4446;0;1226.2753;145.41687;0;0;0;0;0;0;0;46579.605;9378.5;26754.775;4821.542;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_21;0;0;0;0;0;0;0;0;0;0;0;55477.14;3599.701;1491.0289;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_3;0;0;862.5143;0;0;0;0;0;0;0;0;14813.719;358.80667;1524.5154;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_4;0;0;10423.016;539.1805;0;0;0;0;0;0;0;695.68427;0;10040.139;1142.5096;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_5;0;0;0;0;0;0;628.4513;371.71692;3222.9177;11107.223;4572.251;0;0;0;0;0;0;0;603.6554;9436.845;5298.3022;10715.304;4916.3784;15720.224;8922.984;14398.722;7711.1826
Rhodobacterales_MAG_6;0;0;0;0;0;0;646.0559;377.56342;3362.7961;13088.698;4158.7246;0;0;0;0;0;0;0;408.0445;6018.9463;3151.0085;7008.8525;3235.4546;9990.219;5561.532;9153.555;4895.686
Rhodobacterales_MAG_7;0;0;0;0;0;0;682.8801;410.00186;3465.842;10133.442;5317.335;0;0;0;0;0;0;0;413.01505;6100.656;3248.728;7053.2417;3312.7104;10031.917;5720.8433;9152.629;5033.367
Rhodobacterales_MAG_8;0;0;0;0;0;0;0;0;0;0;0;15698.576;863.7091;619.78345;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_9;0;0;0;0;0;0;5999.8276;4253.9834;5420.8164;6774.567;2583.546;0;0;0;0;0;0;0;0;3579.6128;1913.8636;4230.3633;2011.563;7948.226;4480.4404;7269.405;3987.9521
Rhodospirillales_MAG_1;0;0;10831.961;4927.153;0;0;0;0;0;0;0;169.13771;0;860.824;512.0121;0;0;0;0;0;0;0;0;0;0;0;0
Rhodospirillales_MAG_2;3423.9253;1312.6355;840.2794;203.34752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodothermales_MAG_1;0;0;0;0;0;0;0;132.43399;375.14948;1054.3209;323.92365;0;0;0;0;0;0;0;0;3528.7168;3161.722;4155.256;2348.181;4597.289;3601.2927;4304.8223;2740.3801
Rickettsiales_MAG_1;3841.9246;639.9367;0;0;0;0;0;0;0;0;0;0;0;783.1477;0;0;0;0;0;0;0;0;0;0;0;0;0
SAR324_MAG_2;0;0;0;0;0;0;3397.1912;0;5293.0674;6103.8735;0;0;0;0;0;0;0;0;0;1482.1434;0;2037.067;0;5521.9814;0;3728.8044;0
SAR324_MAG_5;0;0;0;0;0;0;3202.0405;0;3603.6853;5767.5327;0;0;0;0;0;0;0;0;0;1629.8867;0;3349.3167;0;6103.0415;0;4081.373;0
SAR86_MAG_1;0;0;0;116.62742;0;0;15776.612;10193.021;25370.006;25538.57;17300.701;0;0;0;0;0;0;0;0;39573.176;21344.89;41675.406;24565.076;18833.926;29058.436;26976.809;24968.75
Steroidobacterales_MAG_2;0;0;0;0;3229.9902;1639.6267;0;0;0;0;0;0;0;0;0;8775.821;6676.7573;4346.5967;6879.5615;0;0;0;0;0;0;0;0
Sulfolobales_MAG_2;0;0;15853.237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sulfolobales_MAG_4;0;0;6689.715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SW-4-49-11_MAG_1;0;0;0;0;0;0;10639.859;5387.942;3004.9463;859.11194;654.9431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thermoplasmatales_MAG_1;0;0;9123.652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UBA1146_MAG_1;0;0;0;0;0;0;999.6375;0;1072.9539;1560.8132;0;0;0;0;0;0;0;0;0;2352.7695;0;3467.505;0;8390.218;188.71538;6671.0674;173.43907
UBA12015_MAG_1;0;0;0;0;158.14247;0;0;0;0;0;0;0;0;0;0;7963.6553;0;2256.411;3229.9067;0;0;0;0;0;0;0;0
UBA12225_MAG_1;0;0;0;0;370.56482;0;0;0;0;0;0;0;0;0;0;14034.237;296.50473;4391.067;4171.4316;0;0;0;0;0;0;0;0
UBA12225_MAG_2;0;0;0;0;182.44876;0;0;0;0;0;0;0;0;0;0;11654.981;189.2817;5491.1377;3596.2595;0;0;0;0;0;0;0;0
UBA2361_MAG_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2150.3306;1475.0913;863.9834;1584.8376;0;0;0;0;0;0;0;0
UBA2361_MAG_2;0;0;0;0;107.521545;0;0;0;0;0;0;0;0;0;0;2050.377;1116.3531;1054.0123;1336.4216;0;0;0;0;0;0;0;0
UBA2361_MAG_3;0;0;0;0;0;0;3030.9026;1190.0637;370.25626;0;0;0;0;0;0;0;0;0;0;1971.9786;782.52246;2616.2695;1018.6812;5294.766;1571.1965;3583.9355;1177.1215
UBA4575_MAG_1;3340.5745;1291.6061;3431.3374;3112.8552;0;0;0;0;0;0;0;925.0966;1015.2174;7793.3306;12776.57;0;0;0;0;0;0;0;0;0;0;0;0
Verrucomicrobiales_MAG_1;0;0;10579.625;731.38464;0;0;0;0;0;0;0;45621.96;3752.5327;15835.188;905.5729;0;0;0;0;0;0;0;0;0;0;0;0
Verrucomicrobiales_MAG_2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Verrucomicrobiales_MAG_3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7331.074;3230.6816;2685.8992;4588.774;0;0;0;0;0;0;0;0
Vicinamibacterales_MAG_1;0;0;0;0;967.98474;283.55698;0;0;0;0;0;0;0;0;0;6476.265;3015.4805;2956.795;4080.0054;0;0;0;0;0;0;0;0
